"x","y","z"
-6.95,4.02347125920443,"A"
-6.94,6.10307344706355,"A"
-6.93,2.58141402176927,"A"
-6.92,5.45045398221435,"A"
-6.91,3.15374855002349,"A"
-6.9,4.46371585038967,"A"
-6.89,4.48987168715881,"A"
-6.88,3.51370160817562,"A"
-6.87,2.55945030420564,"A"
-6.86,3.99161155218235,"A"
-6.85,4.68122983638465,"A"
-6.84,2.62420311457065,"A"
-6.83,6.30750401182573,"A"
-6.82,3.51607101962202,"A"
-6.81,3.6964689896728,"A"
-6.8,4.93762903732186,"A"
-6.79,4.10932456199015,"A"
-6.78,3.13593760149659,"A"
-6.77,3.26075684433152,"A"
-6.76,3.67360768215359,"A"
-6.75,3.3741665253982,"A"
-6.74,5.40321341559931,"A"
-6.73,4.29974766543813,"A"
-6.72,2.61721577527948,"A"
-6.71,3.52400510265194,"A"
-6.7,5.29794927332647,"A"
-6.69,6.370901112946,"A"
-6.68,5.11951934161055,"A"
-6.67,3.46169922180051,"A"
-6.66,4.37565880665535,"A"
-6.65,3.46269155506939,"A"
-6.64,4.3454392750194,"A"
-6.63,3.69615306143628,"A"
-6.62,4.12129389373043,"A"
-6.61,3.831915608274,"A"
-6.6,4.63007448812704,"A"
-6.59,5.00656033486709,"A"
-6.58,2.6609041145143,"A"
-6.57,3.03574514887391,"A"
-6.56,5.45953114613762,"A"
-6.55,5.07228493113389,"A"
-6.54,5.10817465063869,"A"
-6.53,3.827914301694,"A"
-6.52,3.41867757589452,"A"
-6.51,3.71131178750051,"A"
-6.5,3.63258269080341,"A"
-6.49,4.30452378435801,"A"
-6.48,5.81676524811764,"A"
-6.47,2.98419486303847,"A"
-6.46,4.99193872439667,"A"
-6.45,3.3285934681181,"A"
-6.44,2.85081141780179,"A"
-6.43,4.75233722741657,"A"
-6.42,3.71642621689748,"B"
-6.41,5.86960564824489,"A"
-6.4,3.8270053024364,"B"
-6.39,6.25842683564549,"A"
-6.38,4.20411442997133,"A"
-6.37,5.83377769707745,"A"
-6.36,4.30416870875305,"A"
-6.35,5.147694685919,"A"
-6.34,3.31362587914248,"A"
-6.33,2.20018892775276,"A"
-6.32,5.58337522299885,"A"
-6.31,4.44992448007388,"A"
-6.3,4.60856752150982,"B"
-6.29,3.95347726638637,"A"
-6.28,3.10551056060268,"A"
-6.27,3.81036113411558,"A"
-6.26,5.19683189250879,"A"
-6.25,4.25411956415089,"A"
-6.24,5.01138519640496,"A"
-6.23,5.65635704275262,"A"
-6.22,3.46620208679337,"A"
-6.21,3.0261007223816,"A"
-6.2,3.28546521071552,"A"
-6.19,3.04761101800621,"A"
-6.18,3.89245446366645,"A"
-6.17,3.98238889972709,"A"
-6.16,3.62975987234308,"A"
-6.15,2.49747360447526,"A"
-6.14,3.02368396014874,"A"
-6.13,3.68209362274707,"A"
-6.12,4.38204926097263,"A"
-6.11,3.64327811274598,"A"
-6.1,6.32324840342922,"A"
-6.09,5.05943095264875,"A"
-6.08,6.27181032005522,"A"
-6.07,3.81397767221606,"A"
-6.06,3.27055118649168,"A"
-6.05,2.91135929660204,"A"
-6.04,5.68177053533655,"A"
-6.03,5.50398453451949,"A"
-6.02,4.60074038839668,"B"
-6.01,4.92939450818556,"A"
-6,4.82372510957762,"A"
-5.99,4.64334366727943,"A"
-5.98,3.10159096483565,"A"
-5.97,5.23109221882586,"A"
-5.96,3.42905968711181,"A"
-5.95,3.63892209266448,"A"
-5.94,3.03830142255887,"A"
-5.93,3.93920679417088,"A"
-5.92,4.33453002236259,"A"
-5.91,4.63578230643731,"A"
-5.9,6.77155728803004,"A"
-5.89,4.22493904021979,"A"
-5.88,3.40332456495683,"A"
-5.87,4.25696462688952,"A"
-5.86,4.6400617554001,"A"
-5.85,4.25837493582099,"A"
-5.84,5.62105135595121,"A"
-5.83,3.30854377521045,"A"
-5.82,3.70066527030127,"A"
-5.81,4.49860191333188,"A"
-5.8,6.49475138200135,"B"
-5.79,4.94389935943404,"A"
-5.78,2.84609503789901,"A"
-5.77,2.94635479589029,"A"
-5.76,3.7927468946146,"A"
-5.75,3.82603160051139,"A"
-5.74,3.08394538928522,"A"
-5.73,4.93119145344688,"A"
-5.72,1.23097435093148,"B"
-5.71,5.75978113123742,"A"
-5.7,5.87847362059707,"A"
-5.69,2.75142796386261,"A"
-5.68,6.0361467484906,"A"
-5.67,2.24196306756606,"A"
-5.66,4.7901655317685,"A"
-5.65,5.89660267695024,"A"
-5.64,4.20089090868212,"A"
-5.63,3.16492568493877,"A"
-5.62,2.9038226455288,"A"
-5.61,3.29811232997083,"A"
-5.6,5.48717907570929,"A"
-5.59,6.63771673170495,"A"
-5.58,4.38050075958977,"A"
-5.57,4.7747328455622,"A"
-5.56,5.08574539825947,"A"
-5.55,3.95758118072484,"A"
-5.54,5.42140731959042,"A"
-5.53,3.65930422473974,"B"
-5.52,2.24341007141025,"A"
-5.51,3.57699053051316,"A"
-5.5,3.2915121807854,"B"
-5.49,3.74015894400242,"A"
-5.48,2.93686733845617,"A"
-5.47,6.59668903290007,"A"
-5.46,3.98411902508754,"A"
-5.45,5.87392155781845,"A"
-5.44,4.16475954384879,"A"
-5.43,4.32982442302405,"A"
-5.42,6.4024056072718,"A"
-5.41,2.25098666507061,"A"
-5.4,5.10263403848722,"A"
-5.39,4.11308031039431,"A"
-5.38,6.30798154946865,"A"
-5.37,4.89517229467521,"A"
-5.36,3.79334325858528,"A"
-5.35,1.14343263739248,"B"
-5.34,4.30568527878195,"A"
-5.33,3.36830920099009,"A"
-5.32,3.9101632657406,"A"
-5.31,4.58964605678328,"A"
-5.3,4.83307990788917,"A"
-5.29,4.85769259725648,"A"
-5.28,3.90353243992567,"A"
-5.27,3.45229555534128,"A"
-5.26,4.47534315222747,"A"
-5.25,3.01316221800077,"A"
-5.24,4.65090566009125,"A"
-5.23,3.81354208100444,"A"
-5.22,6.45752111143173,"A"
-5.21,3.76549185003497,"A"
-5.2,4.11488667916439,"A"
-5.19,1.82315992387576,"A"
-5.18,5.63151536184703,"A"
-5.17,3.61303670428321,"A"
-5.16,5.04686070558972,"A"
-5.15,2.99517194454669,"A"
-5.14,3.93469442564152,"A"
-5.13,4.41241147448787,"B"
-5.12,4.28245036144726,"B"
-5.11,3.31492387459149,"B"
-5.1,4.61230031279374,"A"
-5.09,3.91564322732872,"A"
-5.08,5.16956406757545,"A"
-5.07,4.37891833773862,"B"
-5.06,3.82189139771279,"A"
-5.05,2.70183884996006,"A"
-5.04,4.50970533212732,"A"
-5.03,2.33033754884984,"A"
-5.02,4.38273818131309,"A"
-5.01,5.04645259040628,"A"
-5,6.41821637212109,"A"
-4.99,4.20688899069071,"A"
-4.98,3.70015897011308,"A"
-4.97,3.71661726175757,"A"
-4.96,2.36661114881999,"A"
-4.95,4.07993834080919,"A"
-4.94,3.95586600105814,"A"
-4.93,2.53332102804002,"A"
-4.92,3.70015770251256,"A"
-4.91,4.13009988261078,"A"
-4.9,3.99928009919713,"A"
-4.89,2.55058246907308,"A"
-4.88,4.76997907644327,"A"
-4.87,3.31735534229278,"A"
-4.86,3.19921688720088,"A"
-4.85,3.38895439196999,"A"
-4.84,4.1253273313607,"A"
-4.83,3.17509000002846,"A"
-4.82,4.46752299085609,"A"
-4.81,3.46228525364422,"A"
-4.8,3.45203730103201,"A"
-4.79,3.13110545022018,"A"
-4.78,5.09749947083414,"A"
-4.77,3.18818489524337,"A"
-4.76,3.50571828914618,"A"
-4.75,5.2874709844814,"A"
-4.74,2.63833950820464,"A"
-4.73,3.57312400179776,"A"
-4.72,3.54042224952896,"A"
-4.71,4.67826155038442,"A"
-4.7,4.27943532881286,"A"
-4.69,4.25002138482599,"A"
-4.68,6.03076742320073,"A"
-4.67,3.8143114105757,"A"
-4.66,4.7103404257886,"A"
-4.65,4.00105269255277,"A"
-4.64,3.42685844680073,"A"
-4.63,3.99825100558259,"A"
-4.62,4.83192984942439,"A"
-4.61,4.05044911872477,"A"
-4.6,3.5149709908438,"A"
-4.59,3.80275640301254,"B"
-4.58,4.36180728822813,"A"
-4.57,2.64193366291427,"A"
-4.56,4.64724275819664,"A"
-4.55,5.14499408072128,"A"
-4.54,4.82084522225502,"B"
-4.53,4.33244602751483,"A"
-4.52,4.26240204040811,"A"
-4.51,3.19948109631212,"A"
-4.5,5.96525676560872,"A"
-4.49,4.17497422297049,"A"
-4.48,3.46789759750845,"A"
-4.47,3.16166150238705,"A"
-4.46,4.88988810267917,"A"
-4.45,3.18397471275689,"A"
-4.44,5.10587069663406,"A"
-4.43,4.00550748340817,"A"
-4.42,4.68662303333932,"A"
-4.41,3.39023383565833,"A"
-4.4,5.32727758177755,"A"
-4.39,2.56215168854721,"B"
-4.38,2.81755417238719,"A"
-4.37,2.33806544084533,"A"
-4.36,4.46775131373836,"A"
-4.35,4.94007636967106,"A"
-4.34,3.29412927280895,"A"
-4.33,5.2895933779495,"A"
-4.32,4.18924994028444,"A"
-4.31,4.58621789706314,"A"
-4.3,3.61622733782274,"A"
-4.29,3.08484632558523,"A"
-4.28,4.23149553274668,"A"
-4.27,3.4669750296845,"A"
-4.26,4.3234559208446,"A"
-4.25,4.70851563528252,"A"
-4.24,4.55789809501857,"A"
-4.23,3.64855384036522,"A"
-4.22,5.25250153348432,"A"
-4.21,2.79020792334962,"A"
-4.2,3.16953621208796,"A"
-4.19,3.2858264556979,"A"
-4.18,4.58972932309506,"A"
-4.17,4.9090449094789,"A"
-4.16,3.32491686091047,"A"
-4.15,4.18195981003355,"A"
-4.14,3.37196840754667,"A"
-4.13,2.85068743404769,"A"
-4.12,4.63367864543223,"A"
-4.11,2.64649689939807,"A"
-4.1,4.53420670705808,"A"
-4.09,3.50530180155287,"A"
-4.08,3.81268704573692,"A"
-4.07,2.64684952508447,"A"
-4.06,5.41503436744124,"A"
-4.05,2.51267794835299,"B"
-4.04,4.52494138238262,"A"
-4.03,4.2448016789082,"A"
-4.02,4.69868227412123,"A"
-4.01,2.62252789337277,"A"
-4,3.72646062693186,"A"
-3.99,3.73119327307938,"A"
-3.98,4.83889670015635,"A"
-3.97,3.00781956222604,"A"
-3.96,4.34102190152911,"A"
-3.95,7.12910619808978,"A"
-3.94,3.24639196752159,"A"
-3.93,4.50537708515042,"A"
-3.92,3.4772334266581,"B"
-3.91,4.04297385862969,"A"
-3.9,3.80970279842323,"A"
-3.89,4.28488284096719,"A"
-3.88,4.33609588575996,"A"
-3.87,4.16302992582436,"A"
-3.86,3.06070938939278,"A"
-3.85,4.6624394032407,"A"
-3.84,3.7212915036389,"A"
-3.83,4.62696317792689,"A"
-3.82,4.45055884244615,"A"
-3.81,4.51886023649686,"A"
-3.8,2.60534561385008,"A"
-3.79,3.94355350113039,"A"
-3.78,2.51022038822635,"A"
-3.77,3.44197302632256,"B"
-3.76,4.25298773452935,"A"
-3.75,2.13837265917404,"A"
-3.74,4.16985986301871,"A"
-3.73,4.69721348411909,"A"
-3.72,3.22200761335805,"A"
-3.71,1.16499580031034,"A"
-3.7,4.6780411186031,"B"
-3.69,3.26623144510573,"A"
-3.68,3.4495065810613,"A"
-3.67,3.5899964587342,"A"
-3.66,2.75457299833109,"A"
-3.65,2.79525084130115,"A"
-3.64,3.00817176756551,"A"
-3.63,4.97419186913044,"A"
-3.62,5.77404719470263,"A"
-3.61,4.45800985492071,"A"
-3.6,3.18350201791981,"A"
-3.59,3.86107512728837,"A"
-3.58,1.71594425515645,"B"
-3.57,4.17802500706714,"A"
-3.56,5.19407782879014,"A"
-3.55,3.95260224529459,"A"
-3.54,4.49624808277242,"B"
-3.53,2.56375267410776,"A"
-3.52,4.15446844492825,"A"
-3.51,4.40162813376807,"B"
-3.5,2.36640164668151,"A"
-3.49,4.96217495953633,"A"
-3.48,2.45973209311209,"A"
-3.47,5.34616163015625,"A"
-3.46,2.97117786726835,"A"
-3.45,5.00104710549486,"A"
-3.44,3.94796090155864,"A"
-3.43,2.34118618751068,"A"
-3.42,4.81842353694698,"A"
-3.41,4.68621264731575,"A"
-3.4,5.44631703911032,"A"
-3.39,2.69711917987822,"A"
-3.38,1.57358003686017,"B"
-3.37,4.03402195597284,"A"
-3.36,4.02021130819155,"A"
-3.35,3.21674133444842,"A"
-3.34,6.15491227865649,"A"
-3.33,4.62197825056979,"A"
-3.32,3.21813591049473,"A"
-3.31,2.10675919330744,"A"
-3.3,4.92888497235009,"A"
-3.29,4.35346807914638,"A"
-3.28,3.16916873854854,"A"
-3.27,3.29271013991385,"B"
-3.26,1.72983048810786,"B"
-3.25,4.03098727002413,"A"
-3.24,3.96432714361572,"A"
-3.23,3.99125163488598,"A"
-3.22,3.11720885377934,"A"
-3.21,4.56759567200773,"A"
-3.2,4.04266682414621,"A"
-3.19,4.44027785930191,"A"
-3.18,5.82002940921243,"A"
-3.17,3.91879451311244,"B"
-3.16,1.70471944684744,"B"
-3.15,5.11188892570564,"A"
-3.14,3.89635768740216,"A"
-3.13,4.22881198262028,"A"
-3.12,3.35096006138279,"B"
-3.11,2.29058805116288,"A"
-3.1,4.3988361923336,"A"
-3.09,2.16941445861312,"A"
-3.08,2.86049791472517,"A"
-3.07,4.18519698606478,"A"
-3.06,3.582455632915,"A"
-3.05,5.77328456327347,"A"
-3.04,5.008759419523,"A"
-3.03,2.1898961183372,"A"
-3.02,4.10325683418902,"A"
-3.01,3.62417244026248,"A"
-3,5.30436790607152,"A"
-2.99,2.83055260808243,"A"
-2.98,3.12920783271992,"A"
-2.97,4.66331058168519,"A"
-2.96,3.60460714382229,"A"
-2.95,2.82623677065781,"A"
-2.94,4.28320634375397,"A"
-2.93,2.51050713709392,"A"
-2.92,4.06825356940322,"A"
-2.91,3.1551733329709,"A"
-2.9,3.5241383393865,"A"
-2.89,4.21756158036465,"A"
-2.88,3.00172841823297,"A"
-2.87,3.07240741236606,"A"
-2.86,3.01421616635003,"B"
-2.85,5.47252437397244,"B"
-2.84,2.5570807830247,"A"
-2.83,3.64161295374776,"A"
-2.82,3.77306126295392,"A"
-2.81,2.51498623209286,"A"
-2.8,4.31404389813351,"A"
-2.79,3.67098982805305,"A"
-2.78,3.49645033129216,"A"
-2.77,4.30752203285997,"A"
-2.76,4.68346297600754,"A"
-2.75,4.31124035629158,"A"
-2.74,3.71268568379786,"A"
-2.73,2.55023154180359,"A"
-2.72,3.5417191232865,"B"
-2.71,1.65574892974653,"B"
-2.7,3.207586681403,"A"
-2.69,3.94486894800008,"A"
-2.68,4.22818356979752,"A"
-2.67,3.67576240454583,"A"
-2.66,4.59988104708704,"A"
-2.65,2.29677828623187,"A"
-2.64,5.05007766292971,"A"
-2.63,3.18410339790671,"A"
-2.62,3.46316439704158,"A"
-2.61,1.80410995989183,"B"
-2.6,3.41408427622309,"A"
-2.59,1.78661960048582,"B"
-2.58,3.60018213101044,"A"
-2.57,3.80829553978492,"A"
-2.56,1.27743621522395,"A"
-2.55,2.856043074971,"A"
-2.54,4.42724521224502,"A"
-2.53,4.51031318974373,"A"
-2.52,4.97155958580122,"A"
-2.51,3.92634349768987,"A"
-2.5,2.63097561993523,"A"
-2.49,4.20267413930258,"A"
-2.48,2.91930607149257,"A"
-2.47,4.95406664657262,"A"
-2.46,1.52829874555819,"B"
-2.45,4.03111668860726,"A"
-2.44,3.20424055309296,"A"
-2.43,3.93987552765339,"A"
-2.42,2.77429986798884,"A"
-2.41,2.60685831543237,"A"
-2.4,4.61203023745713,"A"
-2.39,3.70204259566064,"A"
-2.38,5.35229630480764,"A"
-2.37,3.38696934210214,"A"
-2.36,4.02349660814276,"A"
-2.35,3.4447505640937,"A"
-2.34,3.03524137359624,"A"
-2.33,3.79234229173061,"A"
-2.32,3.99878021148064,"A"
-2.31,3.85168865128027,"A"
-2.3,5.14847473200276,"A"
-2.29,1.8288604556742,"A"
-2.28,4.21377866677666,"A"
-2.27,2.39294371867115,"A"
-2.26,3.00375417420952,"A"
-2.25,4.72483746317954,"A"
-2.24,3.45999227712292,"A"
-2.23,3.66837159236322,"A"
-2.22,3.311421477738,"A"
-2.21,3.11754253543287,"A"
-2.2,4.13894701316801,"A"
-2.19,4.45303517315681,"A"
-2.18,3.26220930489692,"A"
-2.17,2.78628636599101,"A"
-2.16,4.93087631388759,"A"
-2.15,4.67513663481388,"B"
-2.14,4.28686482372708,"A"
-2.13,4.94081653112327,"A"
-2.12,4.22812281504669,"A"
-2.11,2.9702101701613,"A"
-2.1,4.24784571641672,"A"
-2.09,3.04972346783837,"A"
-2.08,4.09733728129401,"A"
-2.07,2.32231233464624,"B"
-2.06,3.71334358413831,"A"
-2.05,3.75856577408494,"A"
-2.04,4.19765172485459,"A"
-2.03,3.84948240677126,"A"
-2.02,3.53119710201747,"B"
-2.01,1.84215087897109,"B"
-2,3.11645959919687,"A"
-1.99,2.84127163499087,"A"
-1.98,3.38218791196607,"A"
-1.97,3.59059425196314,"A"
-1.96,2.59031866229084,"A"
-1.95,2.97193413354324,"A"
-1.94,3.92704648391261,"A"
-1.93,3.99156835675578,"A"
-1.92,3.63122682272416,"A"
-1.91,4.66475171746777,"A"
-1.9,3.01383522443159,"A"
-1.89,2.15055077983254,"B"
-1.88,4.47951113924487,"A"
-1.87,3.65056668006462,"A"
-1.86,2.54985653425212,"A"
-1.85,2.86111568176867,"A"
-1.84,2.37670934851734,"B"
-1.83,4.10452047354386,"B"
-1.82,3.0893135906789,"A"
-1.81,4.72915355414629,"A"
-1.8,2.07263434683735,"B"
-1.79,3.63688593204551,"A"
-1.78,5.27528117745432,"A"
-1.77,2.80210847560374,"A"
