t,x
2.89999999999998,27.9497572343161
2.90999999999998,28.0433836884212
2.91999999999998,28.153179160028
2.92999999999998,28.2604128021131
2.93999999999998,28.3702018638248
2.94999999999998,28.4802730273229
2.95999999999998,28.5928175611399
2.96999999999998,28.7130339603666
2.97999999999998,28.8302549256229
2.98999999999998,28.9389014090928
2.99999999999998,29.0521913585702
3.00999999999998,29.1657523425199
3.01999999999998,29.2798386680838
3.02999999999998,29.3909105612723
3.03999999999998,29.4739437272711
3.04999999999998,29.566618539581
3.05999999999998,29.6537576725689
3.06999999999998,29.7566828943534
3.07999999999998,29.8651365502372
3.08999999999998,29.9763013627394
3.09999999999998,30.0613495390504
3.10999999999998,30.1690534004723
3.11999999999998,30.2887668559538
3.12999999999998,30.4000801364463
3.13999999999998,30.5101479273559
3.14999999999998,30.6176950678582
3.15999999999998,30.7335983314266
3.16999999999998,30.8623575606522
3.17999999999998,30.9777972676286
3.18999999999998,31.0878185210415
3.19999999999998,31.1776979756362
3.20999999999998,31.2705366174721
3.21999999999998,31.3732873750153
3.22999999999997,31.4547018733194
3.23999999999997,31.5441754272018
3.24999999999997,31.6372180830347
3.25999999999997,31.7369394361081
3.26999999999997,31.830350187364
3.27999999999997,31.9220037874723
3.28999999999997,32.0014713286987
3.29999999999997,32.0833074362857
3.30999999999997,32.1648619437677
3.31999999999997,32.2623631524084
3.32999999999997,32.3645547368639
3.33999999999997,32.4609790748207
3.34999999999997,32.5601360497218
3.35999999999997,32.654634390104
3.36999999999997,32.7687762267624
3.37999999999997,32.8874412716662
3.38999999999997,32.9906560956973
3.39999999999997,33.1078558480273
3.40999999999997,33.2254928919964
3.41999999999997,33.3168971155647
3.42999999999997,33.4235985898646
3.43999999999997,33.5143008462568
3.44999999999997,33.5910037019483
3.45999999999997,33.6700104985665
3.46999999999997,33.7459492885754
3.47999999999997,33.8202282018069
3.48999999999997,33.906831419509
3.49999999999997,33.9916049225438
3.50999999999997,34.0990662545338
3.51999999999997,34.2238541865274
3.52999999999997,34.3473549460191
3.53999999999997,34.4671070171171
3.54999999999997,34.5890801852757
3.55999999999997,34.7255939214389
3.56999999999997,34.8513149792265
3.57999999999997,34.9678989326853
3.58999999999997,35.0839521447982
3.59999999999997,35.207634909776
3.60999999999997,35.3305483851095
3.61999999999997,35.4493756770747
3.62999999999997,35.5636540055395
3.63999999999997,35.6739104987334
3.64999999999997,35.7958578845436
3.65999999999997,35.9007784620313
3.66999999999997,36.0063131358184
3.67999999999997,36.1353929043671
3.68999999999997,36.240997837811
3.69999999999996,36.3659972350609
3.70999999999996,36.4816589314345
3.71999999999996,36.5992900501595
3.72999999999996,36.7084812236063
3.73999999999996,36.8590157744702
3.74999999999996,36.9844952691108
3.75999999999996,37.0981612601442
3.76999999999996,37.1988714583129
3.77999999999996,37.3202043790373
3.78999999999996,37.4244246953948
3.79999999999996,37.5256027447189
3.80999999999996,37.632186764874
3.81999999999996,37.7500947444943
3.82999999999996,37.8565175241199
3.83999999999996,37.963503646377
3.84999999999996,38.0601099291719
3.85999999999996,38.1490836059287
3.86999999999996,38.2322660729831
3.87999999999996,38.3109534203648
3.88999999999996,38.386091559517
3.89999999999996,38.4583902367275
3.90999999999996,38.5283936855936
3.91999999999996,38.5965265067507
3.92999999999996,38.6631246221932
3.93999999999996,38.7284568359612
3.94999999999996,38.7927402621265
3.95999999999996,38.8561516217485
3.96999999999996,38.9188356806826
3.97999999999996,38.9809116609989
3.98999999999996,39.0424781857833
3.99999999999996,39.1036171425015
4.00999999999996,39.1643967355825
4.01999999999996,39.2248739220479
4.02999999999996,39.2850963714057
4.03999999999996,39.3451040543348
4.04999999999996,39.4049305386502
4.05999999999996,39.4646040522725
4.06999999999996,39.5241483591983
4.07999999999996,39.5835834842907
4.08999999999996,39.6429263150599
4.09999999999996,39.7021911027962
4.10999999999996,39.7613898809476
4.11999999999996,39.8205328151639
4.12999999999996,39.8796284967122
4.13999999999996,39.9386841888095
4.14999999999996,39.997706033707
4.15999999999996,40.0566992269769
4.16999999999996,40.1156681643389
4.17999999999996,40.1746165654553
4.18999999999996,40.2335475783792
4.19999999999996,40.2924638677336
4.20999999999995,40.3513676891914
4.21999999999995,40.4102609524121
4.22999999999995,40.4691452742441
4.23999999999995,40.5280220237113
4.24999999999995,40.5868923600623
4.25999999999995,40.6457572649607
4.26999999999995,40.7046175697217
4.27999999999995,40.7634739783632
4.28999999999995,40.822327087115
4.29999999999995,40.8811774009342
4.30999999999995,40.9400253474858
4.31999999999995,40.99887128898
4.32999999999995,41.0577155321948
4.33999999999995,41.1165583369622
4.34999999999995,41.1753999233549
4.35999999999995,41.2342404777715
4.36999999999995,41.2930801580909
4.37999999999995,41.3519190980362
4.38999999999995,41.4107574108715
4.39999999999995,41.4695951925322
4.40999999999995,41.528432524277
4.41999999999995,41.5872694749328
4.42999999999995,41.6461061027975
4.43999999999995,41.7049424572501
4.44999999999995,41.7637785801159
4.45999999999995,41.8226145068216
4.46999999999995,41.8814502673746
4.47999999999995,41.9402858871918
4.48999999999995,41.9991213878019
4.49999999999995,42.0579567874404
4.50999999999995,42.1167921015531
4.51999999999995,42.175627343223
4.52999999999995,42.2344625235319
4.53999999999995,42.2932976518661
4.54999999999995,42.3521327361765
4.55999999999995,42.4109677831973
4.56999999999995,42.4698027986327
4.57999999999995,42.5286377873145
4.58999999999995,42.5874727533352
4.59999999999995,42.6463077001612
4.60999999999995,42.7051426307288
4.61999999999995,42.763977547525
4.62999999999995,42.8228124526565
4.63999999999995,42.8816473479076
4.64999999999995,42.9404822347897
4.65999999999995,42.999317114583
4.66999999999995,43.058151988372
4.67999999999994,43.1169868570751
4.68999999999994,43.1758217214703
4.69999999999994,43.2346565822165
4.70999999999994,43.2934914398721
4.71999999999994,43.3523262949096
4.72999999999994,43.4111611477297
4.73999999999994,43.4699959986716
4.74999999999994,43.5288308480224
4.75999999999994,43.5876656960257
4.76999999999994,43.6465005428876
4.77999999999994,43.7053353887826
4.78999999999994,43.7641702338587
4.79999999999994,43.8230050782411
4.80999999999994,43.8818399220359
4.81999999999994,43.9406747653331
4.82999999999994,43.9995096082088
4.83999999999994,44.0583444507273
4.84999999999994,44.1171792929435
4.85999999999994,44.1760141349034
4.86999999999994,44.2348489766464
4.87999999999994,44.2936838182056
4.88999999999994,44.3525186596091
4.89999999999994,44.4113535008807
4.90999999999994,44.4701883420406
4.91999999999994,44.5290231831059
4.92999999999994,44.5878580240911
4.93999999999994,44.6466928650084
4.94999999999994,44.7055277058682
4.95999999999994,44.7643625466794
4.96999999999994,44.8231973874492
4.97999999999994,44.8820322281842
4.98999999999994,44.9408670688895
4.99999999999994,44.9997019095697
5.00999999999994,45.0585367502288
5.01999999999994,45.1173715908698
5.02999999999994,45.1762064314956
5.03999999999994,45.2350412721085
5.04999999999994,45.2938761127105
5.05999999999994,45.3527109533032
5.06999999999994,45.4115457938881
5.07999999999994,45.4703806344663
5.08999999999994,45.5292154750389
5.09999999999994,45.5880503156068
5.10999999999994,45.6468851561706
5.11999999999994,45.705719996731
5.12999999999994,45.7645548372885
5.13999999999994,45.8233896778435
5.14999999999993,45.8822245183965
5.15999999999993,45.9410593589477
5.16999999999993,45.9998941994974
5.17999999999993,46.0587290400458
5.18999999999993,46.1175638805932
5.19999999999993,46.1763987211397
5.20999999999993,46.2352335616854
5.21999999999993,46.2940684022304
5.22999999999993,46.3529032427749
5.23999999999993,46.411738083319
5.24999999999993,46.4705729238626
5.25999999999993,46.5294077644059
5.26999999999993,46.5882426049489
5.27999999999993,46.6470774454917
5.28999999999993,46.7059122860343
5.29999999999993,46.7647471265767
5.30999999999993,46.823581967119
5.31999999999993,46.8824168076611
5.32999999999993,46.9412516482031
5.33999999999993,47.0000864887451
5.34999999999993,47.058921329287
5.35999999999993,47.1177561698288
5.36999999999993,47.1765910103705
5.37999999999993,47.2354258509122
5.38999999999993,47.2942606914539
5.39999999999993,47.3530955319955
5.40999999999993,47.4119303725371
5.41999999999993,47.4707652130787
5.42999999999993,47.5296000536203
5.43999999999993,47.5884348941618
5.44999999999993,47.6472697347034
5.45999999999993,47.7061045752449
5.46999999999993,47.7649394157864
5.47999999999993,47.8237742563279
5.48999999999993,47.8826090968694
5.49999999999993,47.9414439374109
5.50999999999993,48.0002787779524
5.51999999999993,48.0591136184939
5.52999999999993,48.1179484590353
5.53999999999993,48.1767832995768
5.54999999999993,48.2356181401183
5.55999999999993,48.2944529806597
5.56999999999993,48.3532878212012
5.57999999999993,48.4121226617427
5.58999999999993,48.4709575022841
5.59999999999993,48.5297923428256
5.60999999999993,48.5886271833671
5.61999999999992,48.6474620239085
5.62999999999992,48.70629686445
5.63999999999992,48.7651317049914
5.64999999999992,48.8239665455329
5.65999999999992,48.8828013860744
5.66999999999992,48.9416362266158
5.67999999999992,49.0004710671573
5.68999999999992,49.0593059076987
5.69999999999992,49.1181407482402
5.70999999999992,49.1769755887816
5.71999999999992,49.2358104293231
5.72999999999992,49.2946452698646
5.73999999999992,49.353480110406
5.74999999999992,49.4123149509475
5.75999999999992,49.4711497914889
5.76999999999992,49.5299846320304
5.77999999999992,49.5888194725718
5.78999999999992,49.6476543131133
5.79999999999992,49.7064891536548
5.80999999999992,49.7653239941962
5.81999999999992,49.8241588347377
5.82999999999992,49.8829936752791
5.83999999999992,49.9418285158206
5.84999999999992,50.000663356362
5.85999999999992,50.0594981969035
5.86999999999992,50.118333037445
5.87999999999992,50.1771678779864
5.88999999999992,50.2360027185279
5.89999999999992,50.2948375590693
5.90999999999992,50.3536723996108
5.91999999999992,50.4125072401523
5.92999999999992,50.4713420806937
5.93999999999992,50.5301769212352
5.94999999999992,50.5890117617766
5.95999999999992,50.6478466023181
5.96999999999992,50.7066814428595
5.97999999999992,50.765516283401
5.98999999999992,50.8243511239425
5.99999999999992,50.8831859644839
6.00999999999992,50.9420208050254
6.01999999999992,51.0008556455668
6.02999999999992,51.0596904861083
6.03999999999992,51.1185253266497
6.04999999999992,51.1773601671912
6.05999999999992,51.2361950077327
6.06999999999992,51.2950298482741
6.07999999999992,51.3538646888156
6.08999999999991,51.412699529357
6.09999999999991,51.4715343698985
6.10999999999991,51.53036921044
6.11999999999991,51.5892040509814
6.12999999999991,51.6480388915229
6.13999999999991,51.7068737320643
6.14999999999991,51.7657085726058
6.15999999999991,51.8245434131472
6.16999999999991,51.8833782536887
6.17999999999991,51.9422130942302
6.18999999999991,52.0010479347716
6.19999999999991,52.0598827753131
6.20999999999991,52.1187176158545
6.21999999999991,52.177552456396
6.22999999999991,52.2363872969375
6.23999999999991,52.2952221374789
6.24999999999991,52.3540569780204
6.25999999999991,52.4128918185618
6.26999999999991,52.4717266591033
6.27999999999991,52.5305614996447
6.28999999999991,52.5893963401862
6.29999999999991,52.6482311807277
6.30999999999991,52.7070660212691
6.31999999999991,52.7659008618106
6.32999999999991,52.824735702352
6.33999999999991,52.8835705428935
6.34999999999991,52.9424053834349
6.35999999999991,53.0012402239764
6.36999999999991,53.0600750645179
6.37999999999991,53.1189099050593
6.38999999999991,53.1777447456008
6.39999999999991,53.2365795861422
6.40999999999991,53.2954144266837
6.41999999999991,53.3542492672251
6.42999999999991,53.4130841077666
6.43999999999991,53.4719189483081
6.44999999999991,53.5307537888495
6.45999999999991,53.589588629391
6.46999999999991,53.6484234699324
6.47999999999991,53.7072583104739
6.48999999999991,53.7660931510153
6.49999999999991,53.8249279915568
6.50999999999991,53.8837628320983
6.51999999999991,53.9425976726397
6.52999999999991,54.0014325131812
6.53999999999991,54.0602673537226
6.54999999999991,54.1191021942641
6.5599999999999,54.1779370348056
6.5699999999999,54.236771875347
6.5799999999999,54.2956067158885
6.5899999999999,54.3544415564299
6.5999999999999,54.4132763969714
6.6099999999999,54.4721112375128
6.6199999999999,54.5309460780543
6.6299999999999,54.5897809185958
6.6399999999999,54.6486157591372
6.6499999999999,54.7074505996787
6.6599999999999,54.7662854402201
6.6699999999999,54.8251202807616
6.6799999999999,54.8839551213031
6.6899999999999,54.9427899618445
6.6999999999999,55.001624802386
6.7099999999999,55.0604596429274
6.7199999999999,55.1192944834689
6.7299999999999,55.1781293240103
6.7399999999999,55.2369641645518
6.7499999999999,55.2957990050933
6.7599999999999,55.3546338456347
6.7699999999999,55.4134686861762
6.7799999999999,55.4723035267176
6.7899999999999,55.5311383672591
6.7999999999999,55.5899732078005
6.8099999999999,55.648808048342
6.8199999999999,55.7076428888835
6.8299999999999,55.7664777294249
6.8399999999999,55.8253125699664
6.8499999999999,55.8841474105078
6.8599999999999,55.9429822510493
6.8699999999999,56.0018170915907
6.8799999999999,56.0606519321322
6.8899999999999,56.1194867726737
6.8999999999999,56.1783216132151
6.9099999999999,56.2371564537566
6.9199999999999,56.295991294298
6.9299999999999,56.3548261348395
6.9399999999999,56.4136609753809
6.9499999999999,56.4724958159224
6.9599999999999,56.5313306564639
6.9699999999999,56.5901654970053
6.9799999999999,56.6490003375468
6.9899999999999,56.7078351780882
6.9999999999999,56.7666700186297
7.0099999999999,56.8255048591712
7.0199999999999,56.8843396997126
7.02999999999989,56.9431745402541
7.03999999999989,57.0020093807955
7.04999999999989,57.060844221337
7.05999999999989,57.1196790618784
7.06999999999989,57.1785139024199
7.07999999999989,57.2373487429614
7.08999999999989,57.2961835835028
7.09999999999989,57.3550184240443
7.10999999999989,57.4138532645857
7.11999999999989,57.4726881051272
7.12999999999989,57.5315229456687
7.13999999999989,57.5903577862101
7.14999999999989,57.6491926267516
7.15999999999989,57.708027467293
7.16999999999989,57.7668623078345
7.17999999999989,57.8256971483759
7.18999999999989,57.8845319889174
7.19999999999989,57.9433668294589
7.20999999999989,58.0022016700003
7.21999999999989,58.0610365105418
7.22999999999989,58.1198713510832
7.23999999999989,58.1787061916247
7.24999999999989,58.2375410321661
7.25999999999989,58.2963758727076
7.26999999999989,58.3552107132491
7.27999999999989,58.4140455537905
7.28999999999989,58.472880394332
7.29999999999989,58.5317152348734
7.30999999999989,58.5905500754149
7.31999999999989,58.6493849159564
7.32999999999989,58.7082197564978
7.33999999999989,58.7670545970393
7.34999999999989,58.8258894375807
7.35999999999989,58.8847242781222
7.36999999999989,58.9435591186636
7.37999999999989,59.0023939592051
7.38999999999989,59.0612287997466
7.39999999999989,59.120063640288
7.40999999999989,59.1788984808295
7.41999999999989,59.2377333213709
7.42999999999989,59.2965681619124
7.43999999999989,59.3554030024538
7.44999999999989,59.4142378429953
7.45999999999989,59.4730726835368
7.46999999999989,59.5319075240782
7.47999999999989,59.5907423646197
7.48999999999989,59.6495772051611
7.49999999999988,59.7084120457026
7.50999999999988,59.767246886244
7.51999999999988,59.8260817267855
7.52999999999988,59.884916567327
7.53999999999988,59.9437514078684
7.54999999999988,60.0025862484099
7.55999999999988,60.0614210889513
7.56999999999988,60.1202559294928
7.57999999999988,60.1790907700343
7.58999999999988,60.2379256105757
7.59999999999988,60.2967604511172
7.60999999999988,60.3555952916586
7.61999999999988,60.4144301322001
7.62999999999988,60.4732649727415
7.63999999999988,60.532099813283
7.64999999999988,60.5909346538245
7.65999999999988,60.6497694943659
7.66999999999988,60.7086043349074
7.67999999999988,60.7674391754488
7.68999999999988,60.8262740159903
7.69999999999988,60.8851088565317
7.70999999999988,60.9439436970732
7.71999999999988,61.0027785376147
7.72999999999988,61.0616133781561
7.73999999999988,61.1204482186976
7.74999999999988,61.179283059239
7.75999999999988,61.2381178997805
7.76999999999988,61.296952740322
7.77999999999988,61.3557875808634
7.78999999999988,61.4146224214049
7.79999999999988,61.4734572619463
7.80999999999988,61.5322921024878
7.81999999999988,61.5911269430292
7.82999999999988,61.6499617835707
7.83999999999988,61.7087966241122
7.84999999999988,61.7676314646536
7.85999999999988,61.8264663051951
7.86999999999988,61.8853011457365
7.87999999999988,61.944135986278
7.88999999999988,62.0029708268194
7.89999999999988,62.0618056673609
7.90999999999988,62.1206405079024
7.91999999999988,62.1794753484438
7.92999999999988,62.2383101889853
7.93999999999988,62.2971450295267
7.94999999999988,62.3559798700682
7.95999999999988,62.4148147106097
7.96999999999987,62.4736495511511
7.97999999999987,62.5324843916926
7.98999999999987,62.591319232234
7.99999999999987,62.6501540727755
8.00999999999987,62.7089889133169
8.01999999999987,62.7678237538584
8.02999999999987,62.8266585943999
8.03999999999987,62.8854934349413
8.04999999999987,62.9443282754828
8.05999999999987,63.0031631160242
8.06999999999987,63.0619979565657
8.07999999999987,63.1208327971071
8.08999999999987,63.1796676376486
8.09999999999987,63.2385024781901
8.10999999999987,63.2973373187315
8.11999999999987,63.356172159273
8.12999999999987,63.4150069998144
8.13999999999987,63.4738418403559
8.14999999999987,63.5326766808973
8.15999999999987,63.5915115214388
8.16999999999987,63.6503463619803
8.17999999999987,63.7091812025217
8.18999999999987,63.7680160430632
8.19999999999987,63.8268508836046
8.20999999999987,63.8856857241461
8.21999999999987,63.9445205646876
8.22999999999987,64.003355405229
8.23999999999987,64.0621902457705
8.24999999999987,64.1210250863119
8.25999999999987,64.1798599268534
8.26999999999987,64.2386947673948
8.27999999999987,64.2975296079363
8.28999999999987,64.3563644484777
8.29999999999987,64.4151992890192
8.30999999999987,64.4740341295606
8.31999999999987,64.5328689701021
8.32999999999987,64.5917038106435
8.33999999999987,64.650538651185
8.34999999999987,64.7093734917264
8.35999999999987,64.7682083322679
8.36999999999987,64.8270431728093
8.37999999999987,64.8858780133508
8.38999999999987,64.9447128538922
8.39999999999987,65.0035476944337
8.40999999999987,65.0623825349751
8.41999999999987,65.1212173755166
8.42999999999987,65.180052216058
8.43999999999986,65.2388870565995
8.44999999999986,65.2977218971409
8.45999999999986,65.3565567376824
8.46999999999986,65.4153915782238
8.47999999999986,65.4742264187653
8.48999999999986,65.5330612593067
8.49999999999986,65.5918960998482
8.50999999999986,65.6507309403896
8.51999999999986,65.7095657809311
8.52999999999986,65.7684006214725
8.53999999999986,65.827235462014
8.54999999999986,65.8860703025554
8.55999999999986,65.9449051430969
8.56999999999986,66.0037399836383
8.57999999999986,66.0625748241798
8.58999999999986,66.1214096647212
8.59999999999986,66.1802445052627
8.60999999999986,66.2390793458041
8.61999999999986,66.2979141863456
8.62999999999986,66.356749026887
8.63999999999986,66.4155838674285
8.64999999999986,66.4744187079699
8.65999999999986,66.5332535485114
8.66999999999986,66.5920883890528
8.67999999999986,66.6509232295943
8.68999999999986,66.7097580701357
8.69999999999986,66.7685929106772
8.70999999999986,66.8274277512186
8.71999999999986,66.8862625917601
8.72999999999986,66.9450974323015
8.73999999999986,67.003932272843
8.74999999999986,67.0627671133844
8.75999999999986,67.1216019539259
8.76999999999986,67.1804367944673
8.77999999999986,67.2392716350088
8.78999999999986,67.2981064755502
8.79999999999986,67.3569413160917
8.80999999999986,67.4157761566331
8.81999999999986,67.4746109971746
8.82999999999986,67.533445837716
8.83999999999986,67.5922806782575
8.84999999999986,67.651115518799
8.85999999999986,67.7099503593404
8.86999999999986,67.7687851998819
8.87999999999986,67.8276200404233
8.88999999999986,67.8864548809648
8.89999999999986,67.9452897215062
8.90999999999985,68.0041245620477
8.91999999999985,68.0629594025891
8.92999999999985,68.1217942431306
8.93999999999985,68.180629083672
8.94999999999985,68.2394639242135
8.95999999999985,68.2982987647549
8.96999999999985,68.3571336052964
8.97999999999985,68.4159684458378
8.98999999999985,68.4748032863793
8.99999999999985,68.5336381269207
9.00999999999985,68.5924729674622
9.01999999999985,68.6513078080036
9.02999999999985,68.7101426485451
9.03999999999985,68.7689774890865
9.04999999999985,68.827812329628
9.05999999999985,68.8866471701694
9.06999999999985,68.9454820107109
9.07999999999985,69.0043168512523
9.08999999999985,69.0631516917938
9.09999999999985,69.1219865323352
9.10999999999985,69.1808213728767
9.11999999999985,69.2396562134181
9.12999999999985,69.2984910539596
9.13999999999985,69.357325894501
9.14999999999985,69.4161607350425
9.15999999999985,69.4749955755839
9.16999999999985,69.5338304161254
9.17999999999985,69.5926652566668
9.18999999999985,69.6515000972083
9.19999999999985,69.7103349377497
9.20999999999985,69.7691697782912
9.21999999999985,69.8280046188326
9.22999999999985,69.8868394593741
9.23999999999985,69.9456742999155
9.24999999999985,70.004509140457
9.25999999999985,70.0633439809984
9.26999999999985,70.1221788215399
9.27999999999985,70.1810136620813
9.28999999999985,70.2398485026228
9.29999999999985,70.2986833431642
9.30999999999985,70.3575181837057
9.31999999999985,70.4163530242471
9.32999999999985,70.4751878647886
